SEQN,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,P_cluster_5,P_cluster_6,max_posterior,entropy_raw,entropy_norm
93705.0,0.0021807243942391064,0.9978159788979257,5.235199377347604e-16,2.4712635862459854e-06,8.254442485448989e-07,0.0,0.9978159788979257,0.01558879577623712,0.008700272577855135
93708.0,0.13912138057445314,0.011453826804784894,0.8492346063087081,0.00018991729192343077,2.690201306992609e-07,0.0,0.8492346063087081,0.4660094889502716,0.26008484785686264
93709.0,1.5507425955869273e-05,0.42442368334834357,0.021276769588310183,0.5539425091570789,0.0003415304803110037,0.0,0.5539425091570789,0.7757679934790267,0.4329643608989835
93711.0,0.2667347651307947,0.0035957675880782494,0.6968364307098134,0.03278702203379452,4.601453751882131e-05,0.0,0.6968364307098134,0.7369440730169718,0.4112963183247303
93713.0,0.007938488296500098,0.01368736784253734,0.2915569490119319,0.685906628064348,0.0009105667846842578,0.0,0.685906628064348,0.7214484167072482,0.40264802787288767
93714.0,7.583344514806608e-05,0.04594215775923654,0.0002940713167616785,0.8913655692964271,0.06232236818242621,0.0,0.8913655692964271,0.4201089569809908,0.23446727320045177
93715.0,0.9997778369238983,5.251409044505123e-05,0.00014425971677317623,4.7619602531380593e-07,2.4913072858871256e-05,0.0,0.9997778369238983,0.002286466306316752,0.0012761011428067586
93716.0,0.009340067931185941,0.001389673694414737,1.773423720680364e-05,0.9700716877571878,0.019180836380005412,0.0,0.9700716877571878,0.1583004551954527,0.08834916623248175
93717.0,0.07417172483403818,0.00048504901719910643,0.8183693165322076,0.10683217087512903,0.00014173874142732186,0.0,0.8183693165322076,0.6008707862547004,0.3353523709929514
93718.0,0.011128549454445635,0.000501370346150713,0.9730071706607616,0.015358267975052894,4.641563589457553e-06,0.0,0.9730071706607616,0.14468828106227163,0.08075206719828738
93721.0,0.9507622311511071,1.0598102650271147e-05,7.951509087391827e-18,0.0002570857085357924,0.048970085037708465,0.0,0.9507622311511071,0.19797218443233955,0.11049037989325211
93722.0,0.03349496260692299,0.0007105523338799537,0.9653401202536285,0.00045383775963422695,5.270459341122257e-07,0.0,0.9653401202536285,0.15646540676564036,0.0873250062035673
93723.0,0.007023075888696886,7.413581391490704e-05,0.9679016622290115,0.024958827334667363,4.2298733708940325e-05,0.0,0.9679016622290115,0.15964411212745655,0.08909907544467235
93726.0,0.5748255630984996,0.22869603611390396,2.4860519125875533e-10,0.1271605716246442,0.06931782891434767,0.0,0.5748255630984996,1.1029405327303474,0.6155628317709007
93728.0,0.001936311725938149,0.5003737050158614,0.08337679881109997,0.41188002176317334,0.0024331626839288185,0.0,0.5003737050158614,0.9456862160330626,0.5277975265510907
93729.0,0.008018937112800257,0.0009872689130357834,0.774068379422039,0.2167011219190242,0.00022429263310007303,0.0,0.774068379422039,0.5770383682741226,0.3220512452615799
93730.0,0.39223631397042197,0.006317740215072699,0.08319685045910358,0.4466968899958054,0.07155220535959497,0.0,0.4466968899958054,1.1546471442627433,0.644420841130088
93731.0,0.025125225086498244,0.0037420107040218326,0.8230949235502231,0.14755568466013863,0.0004821559991165403,0.0,0.8230949235502231,0.5597499137126927,0.3124023750541975
93735.0,0.0,4.386097459919666e-143,0.0,0.0,0.0,1.0,1.0,1.778009078878283e-13,9.923257610265645e-14
93738.0,0.0036152577984809764,0.0007293521807241324,0.35629061987300786,0.6358704219558808,0.0034943481919060345,0.0,0.6358704219558808,0.7009536028426633,0.39120965446587297
93742.0,0.004837667662447688,0.9821567155036166,0.00011035238886300175,0.012572303460974864,0.00032296098409768665,0.0,0.9821567155036166,0.10209542695938434,0.05698054270831909
93743.0,0.5752992484680273,0.008183578684658561,0.11506237685173758,0.30026620658614805,0.0011885894094281354,0.0,0.5752992484680273,0.9754383378688263,0.5444025019100779
93746.0,0.0007632885545303817,2.859353152626112e-05,0.9889930776920512,0.010203698870481328,1.1341351411619617e-05,0.0,0.9889930776920512,0.06363722183639915,0.03551660975109344
93752.0,0.11688161254324667,0.008773264649619682,0.0042819287142411054,0.8664819939605054,0.0035812001323861915,0.0,0.8664819939605054,0.46014726749743273,0.25681307976883655
93754.0,0.0012695135737660435,0.004271337018620716,5.829917028547787e-05,0.9937561103581612,0.0006447398791663884,0.0,0.9937561103581612,0.04329967723529156,0.02416600999125535
93755.0,0.0004514196827349765,9.558196714547844e-05,0.8888088064681777,0.11055461855867466,8.957332326752992e-05,0.0,0.8888088064681777,0.35343196207158284,0.19725413379500775
93756.0,0.586841635189357,0.21397799703224893,0.10321489228321264,0.09478601855610226,0.0011794569390809356,0.0,0.586841635189357,1.1083918717355665,0.6186052819986467
93757.0,0.09016705558545696,1.0785060178081568e-07,1.0332929253883042e-31,3.1859710685875204e-08,0.9098328047042307,0.0,0.9098328047042307,0.30292656511790583,0.16906653505697164
93758.0,0.0033126147818006734,8.656000510009047e-05,6.128248235273027e-11,1.1245952691684649e-05,0.9965895791991215,0.0,0.9965895791991215,0.023257582095765575,0.012980303715534795
93759.0,0.0284447580906203,0.07926786749526996,0.14658515993064497,0.7454061001558078,0.000296114327655851,0.0,0.7454061001558078,0.8050862408545949,0.4493271863111463
93760.0,8.745023779923988e-05,2.914434811471675e-05,4.265908175268102e-07,0.9988586723105595,0.001024306512707417,0.0,0.9988586723105595,0.009319527548025675,0.005201327358990218
93761.0,0.8861695982162365,0.003324092438469261,4.868249528057083e-08,0.1062497878669355,0.004256472795861728,0.0,0.8861695982162365,0.38750628037692125,0.21627137293370682
93762.0,0.35795503963006625,0.015220207852850614,0.18897953491115,0.4343157815589866,0.0035294360469465286,0.0,0.4343157815589866,1.1284463800204778,0.6297979161827157
93763.0,4.5356881828434535e-06,4.0770600942434775e-05,2.3823085749952864e-13,0.11175164761134973,0.8882030460992861,0.0,0.8882030460992861,0.3506698124753795,0.19571254875324243
93766.0,0.003600008366688253,0.009092386343763467,6.033108737520861e-05,0.9734623670236582,0.013784907178515552,0.0,0.9734623670236582,0.14881924863975507,0.08305760410121955
93767.0,0.00017751027879568828,0.0007863798727129239,8.28044951553178e-06,0.9944073483623876,0.004620481036588922,0.0,0.9944073483623876,0.037673552811355496,0.02102601016395712
93768.0,0.12247276046145485,0.4354091804268872,0.09582372390976933,0.3444727904264122,0.0018215447754780449,0.0,0.4354091804268872,1.2225447515451133,0.6823152172717821
93770.0,0.017104665407354,0.0016365912432635573,0.9694910399703017,0.01157461978910068,0.0001930835899798824,0.0,0.9694910399703017,0.1633882731486287,0.0911887314981075
93772.0,1.877003257680578e-21,1.0,2.1614515636925282e-31,5.544018714993177e-25,9.298795372959155e-22,0.0,1.0,1.7824499709767828e-13,9.948042700981048e-14
93773.0,0.07159035720159788,0.2890100122224274,0.0003195975463193109,0.6246178223238422,0.01446221070581191,0.0,0.6246178223238422,0.9053074864275151,0.5052617284715952
93774.0,0.005543230426712329,0.00038916285329251566,0.4233091781344378,0.5706451388183513,0.00011328976720628732,0.0,0.5706451388183513,0.7169065822323056,0.40011318178838534
93775.0,0.0022802839749704825,0.00011819053814833502,0.9941156799786536,0.003484111380491825,1.7341277357711078e-06,0.0,0.9941156799786536,0.040549279904107914,0.022630984013483568
93776.0,0.019204002400633313,0.00031628464323595756,0.9803887085150675,9.045626932188896e-05,5.48171740959211e-07,0.0,0.9803887085150675,0.09872316771581183,0.0550984489889956
93780.0,9.43121676564367e-06,0.000403601550964338,5.192677645802536e-10,0.9938787803984789,0.005708186314522291,0.0,0.9938787803984789,0.03885342702725257,0.021684510501843095
93782.0,7.148264672808731e-05,8.988361182315046e-06,0.9982401137141959,0.001650490194616532,2.8925083276101975e-05,0.0,0.9982401137141959,0.013421612781940389,0.0074907447190569795
93783.0,0.0063759997716427725,4.2926391743552035e-06,0.9886890983219019,0.0049205418288477696,1.0067438432235121e-05,0.0,0.9886890983219019,0.06979704128247534,0.038954470441585586
93785.0,3.5778281484668956e-05,0.9999642202474175,1.6799190940069652e-18,1.3848739844611173e-09,8.622406827134217e-11,0.0,0.9999642202474175,0.00040211346955345824,0.00022442380043717646
93788.0,2.192443675309179e-89,1.0239558721294308e-25,9.269110441648501e-150,5.928386889069241e-19,1.0,0.0,1.0,1.778009078878283e-13,9.923257610265645e-14
93789.0,0.00016025476334013454,0.00038126673719700684,0.999457130721355,1.3275414003489035e-06,2.023670684880616e-08,0.0,0.999457130721355,0.004962806644174485,0.0027697951256329145
93791.0,3.2208077729927718e-15,5.645889903618706e-09,4.823740594473808e-45,0.00010992639605299745,0.999890067958055,0.0,0.999890067958055,0.001112089226281941,0.0006206688148611059
93794.0,0.3307497821447108,0.001504055042897581,0.5323703642615034,0.13522005952039776,0.00015573903049095517,0.0,0.5323703642615034,0.9832504592325968,0.5487625298591062
93795.0,0.8054208659229919,0.006872051041301537,2.9291379279963628e-21,1.2662177532465382e-07,0.1877069564139328,0.0,0.8054208659229919,0.5225220689169771,0.2916251192701081
93796.0,4.128192030513305e-05,0.023579017387896337,1.2546129679179057e-08,0.9348005087201202,0.04157917942554784,0.0,0.9348005087201202,0.2840314458856669,0.15852096822350625
93797.0,0.02563434553839968,0.0036352735150170586,0.49445682711978156,0.4755166740332034,0.0007568797935996056,0.0,0.49445682711978156,0.8214990347129122,0.45848734097486826
93798.0,0.44884380451637057,0.002772398188182674,0.0036652999815043347,0.5427313958231997,0.0019871014907432314,0.0,0.5427313958231997,0.7404892248367109,0.4132749052280641
93800.0,7.339715111029472e-12,0.9999999999926388,4.4176581979832576e-26,2.2410353350447908e-18,2.103679510500239e-14,0.0,0.9999999999926388,1.963035738236215e-10,1.0955911058095042e-10
93801.0,0.07626293243375964,0.12777701384008847,0.019932021190642274,0.7756174104393946,0.00041062209611367087,0.0,0.7756174104393946,0.7374906219308333,0.4116013530814864
93805.0,1.732167040106707e-05,0.006458634929467399,7.997055026900061e-08,0.9857296819082613,0.007794281521320604,0.0,0.9857296819082613,0.08476212598745865,0.047306643242676305
93806.0,0.7449603469482294,0.004630273257818914,1.7719408191061976e-05,0.24081778646014612,0.0095738739256128,0.0,0.7449603469482294,0.6317787065257706,0.3526024097408344
93811.0,0.02109038126154821,5.473305872183717e-05,0.8129131372630842,0.16556512811195087,0.0003766203046935151,0.0,0.8129131372630842,0.5510232547731222,0.3075319339657348
93812.0,0.0001701575004706456,0.4340795948032531,2.3077357671014166e-10,0.5491307799142315,0.01661946755126963,0.0,0.5491307799142315,0.7609802556487782,0.42471116727326796
93813.0,7.141813427318278e-08,4.460841815489762e-05,0.0008828702137879995,0.9988693977979282,0.00020305215199454567,0.0,0.9988693977979282,0.009513002597921446,0.0053093078403095816
93814.0,0.01479911894107627,2.5884387049188084e-05,0.9710501131010969,0.014046510776949146,7.837279383009718e-05,0.0,0.9710501131010969,0.15180625080738483,0.08472468175250533
93815.0,6.093337342428708e-07,2.883109549378473e-05,1.645845647344968e-11,0.9888647840640153,0.011105775490297032,0.0,0.9888647840640153,0.06136232071249989,0.03424696325949189
93817.0,0.11158683790673425,0.0014408195332612248,0.723239216528353,0.15705972288394102,0.006673403147710833,0.0,0.723239216528353,0.8126408350255407,0.4535434855972333
93819.0,0.005367265285968056,0.0006489220291617255,0.9931614906552488,0.0008191551967152875,3.166832906887208e-06,0.0,0.9931614906552488,0.04549736029841122,0.025392560262574127
93823.0,0.9461820561154397,8.503861133834345e-05,2.4171335124724187e-07,0.04118454682280322,0.012548116737067835,0.0,0.9461820561154397,0.23944775439545882,0.1336383362319387
